text,emoji
i would add when i'm feeling optimistic but a perfectly average person,joy
i disagree with my parents on many issues and will sometimes let them know my feelings in unkind ways,anger
i feel frustrated that its not easier other days i remember that the blessing of research learning trial and error hard won success and patience will give me a far better garden in the long run,anger
i wont let me child cry it out because i feel that loving her and lily when she was little was going to be opportunities that only lasted for those short few months,love
i feel so dull and such an idiot,sadness
i had a strange dream last night and woke up today feeling a bit shaken up,fear
i hate feeling pressured into having to carry on conversations because if i didnt it would just end up with the two of us breathing at each other until our receivers got all steamy,fear
i did not care much about the number of viewers and the viewer ratings before but as the drama iris gained huge success i began to feel greedy about being successful,anger
i feel there are other options that not as violent probably more costly yet equally futile so whats the problem with keeping our men and women out of harms way,anger
i wouldnt say that i suffer from social discomfort at the moment because i've found places where i feel comfortable and even people who have accepted me the way i am,joy
i also feel a strange sense of guilt about all the people who arent similarly situated to move to a different neighborhood,surprise
i have not only not lost any yarn overs but am now done with my first lace project and feeling pretty pleased,joy
i like that i don't feel pressured yet i like spending time with him,fear
i have been really feeling my age and beyond this week i thought a gentle reminder was in order,love
i had a feeling bernd would have odds this week around to and that is more than generous of the sportsbook,love
i am already feeling like i am being less productive,joy
i feel really vulnerable with him i tell him too much i'm too honest and i hate it,fear
i'm feeling pretty rebellious right now because i'm writing this is my engineering class,anger
i'm still feeling very incredibly overwhelmed with the entire situation,surprise
i feel like a lot of people are intimidated by false lashes because it seems like a largely unnecessary process during your makeup routine,fear
i dont know why but i am feeling fab u lous today,joy
i started feeling thankful for food for being able to enjoy such delicious things and got into cooking and baking healthy meals for my family,joy
i've decided that the exes you had a real strong feeling whether love or just extremley caring you cant be just friends with them because it will eventually blow up in your face,love
i'm feeling so sally field like these days surprised by all the love and always with a brown mop of hair atop my head,surprise
i feel as if it was a way of distracting me from my positive thoughts and i had to work really hard to switch my thoughts around today but i did it,joy
i am starting to feel like maybe i do want a relationship i'm just to stubborn to admit it,anger
i feel so blessed and honored that we get to be its parents,joy
i feel sure it does,joy
i want to find my essence and my substance and not feel so scared and empty and dispersed fragmented etc,fear
i have a lot of respect for this kind of photography more than what i feel towards that fake sort of thing consisting mostly of fog effects and girls who look just out of a lewis carroll's novel a genre held in regard by many emerging photographers,sadness
i am still feeling passionate progressive and motivated but i am no longer trying to do everything and anything that i have never done before,love
i watched him run by i couldnt help but feel envious,anger
i am just feeling shitty right now,sadness
i came out freaked on the brink of tears feeling angry confused ridiculous small,anger
i as many others are feeling helpless that we as a world can not hold the grieving parents hands especially the mothers and grandmothers of nigeria as they desperately wait for assistance to have their girls return back home safely and let their laughter ring out through their home once again,fear
i cant decide how i feel about some of the supporting roles particularly the girlfriend and alfred molina both quite funny but were they one dimensional caricatures or legitimate characters simply overshadowed by a fantastic lead,love
i guess i feel kinda loyal to them since i ultimately plan on jumping ship in mid to late september to escape from california,love
i stand looking at the tower feeling waves of nostalgia and longing,love
i have reported feeling marginalized intimidated and or subjected to threats of retaliation,fear
i was feeling groggy and just wanted to sleep but he asked me what kind of surgery i had and a multiplication question,sadness
i am feeling good and the runs feel normal,joy
i still blush and feel shocked about the recreational activities that i sometimes unwillingly and willingly hear sometimes,surprise
i feel suddenly startled catch my breath and think it could be any day,fear
i really hope you like my card and feel inspired to make christmas cards and a papermakeupstamps,joy
i will make you feel amazing tonight i need you no,surprise
i feel sort of dazed and cross eyed,surprise
i go around people and i act normal but it feels strange,surprise
i was healthy then this mild but annoying cold ad now a new cold which made me feel just awful for he past day,sadness
i feel really thrilled to learn,joy
i hurtled through the first chapters desperate to see what was so good about it but came away feeling disappointed,sadness
i feel like a bitchy selfish idiot,anger
i was willing to be honest with myself and put a name to what i was feeling i was shocked,surprise
i fall asleep these days feeling as if the day has been worthwhile,joy
i didn't feel like there was something i missed and i take back all the things i said to make you feel like that and i just wish that i didn't feel like there was something i missed and i take back all the things that i said to you,sadness
i don't think i could feel more idiotic if i tried,sadness
i started to feel so overwhelmed,fear
i was hanging out with zach at one point and there was this girl that i have very strong feelings about and zach said ok i'm gonna give you this song,joy
i feel suspicious of innanimate objects and as though my house is actually the set of a play or a movie or some kind of model of itself and how did i come to be here and why is that carpet looking up at me like that,fear
i receive the good news in joy like the magi or do i feel threatened by gods message like herod,fear
i feel like each year i teach i get more passionate about my job find more love for my kids and want to try even harder,love
i told dh i was feeling internally shaky,fear
i feel so impressed by a dental work in front of me as well as a cost which we am deliberation suicide,surprise
i have some hard core problems and if i tell people about them they will feel sympathetic and consequently they will feel obligated to try to help,love
i feel liked because people clicked like,love
i cant help but feel that if i hadnt had been so selfish then i could have sheltered you from feeling this way now,anger
i want something that gives me a major orgasm that will make me feel so horny ill screw anything that moves,love
i wonder are you jealous or feeling of discontent or covetousnes,sadness
i feel like a greedy little traitor i'm looking looking among these covers hey little snotface take me,anger
i was out the exit door feeling strange because at the last stage the entire thing seemed to slip out of my hands like a slippery fish and also hopeful that i know what to do and if i can look at it positively it means just one more trip to retry,fear
i'm half asleep absolutely blissed out feeling as purely ecstatic as i know i will on stage tonight dancing out of the spotlight only to have it follow me like an adoring fan,joy
i just feel too overwhelmed i can't see the forest for the trees as the saying goes,fear
i feel drained and i am physically sore from the work i did,sadness
i chose to live my life as a normal person who has feelings wants and desires i have talked up for myself been faithful to myself and i have been determined to be treated with dignity and respect,love
i try not to laugh because sometimes it hurts vellas feelings but some of the things he does are so funny,surprise
i stropped about for a bit feeling grumpy because i was missing out,anger
i do when i'm feeling not too grouchy,anger
i think it's to do with the fact that i know i don't have a lot of time to play catch up and also because my free time for the first time in what feels like forever is really my free time,joy
i mean memories that make me feel dirty and unworthy,sadness
a study visit to a chicken factory the butchery,anger
i really dont like attention because i feel pressured to think about a topic and talk,fear
i really dont think seriously happy and focused like i am familiar with feeling nonetheless rather i feel strangely distracted and uncomfortable,anger
i cant even pay attention because i feel so lame watching it,sadness
i bought the most expensive pair of shoes i've ever owned on a whim over the weekend and i love them but i feel a remorseful pang every time i look at them,sadness
i feel distinctly called in clermont to focus on these little ones that seem naughty,love
i'm feeling generous its easy when youre giving away other peeps stuff if after you vote you visit the a,love
i feel the vile rising in my throat flipping up the lid on the toilet to let it out,anger
i feel inadequate in almost everything that i do,sadness
i was still feeling weird about the day before,fear
made a wonderfull new friend,joy
i ride because it makes me feel peaceful and alive,joy
i feel really strange about this,surprise
i see on wednesday i'm feeling fantastic these days and i can tell i'm getting smaller and smaller,joy
ill feel even more pressured,fear
i feel so fucking worthless,sadness
i feel like the supporting literature cited in this section is not only scarce but also badly presented,love
i feel completely isolated in the world thinking that i'm the only one like me,sadness
i left feeling entertained but empty,joy
i feel generous sometimes and feed a little of those savings to the birds,love
i refuse to allow my wonderful feeling to be disturbed by all the crazy,sadness
i see the starlight caress your hair no more feel the tender kisses we used to share i close my eyes and clearly my heart remembers a thousand good byes could never put out the embers,love
i really thought i was because i liked what i was feeling when in all actuality i hated his personality,anger
i like him for who he is or i just like the feeling to be liked,love
i am feeling thankful that there are so many people who care about art and want to make things,joy
i can honestly say that every good thing in my life right now is crashing down and i feel too stubborn to ask for help,anger
i feel thankful that each and everyday he burns in me this way letting me know that in the darkness of the life i have once led under my parents he has risen to show me that i did nothing wrong,joy
i sat there feeling so amazed that i actually found great joy in such simple things,surprise
i like taking cold showers i get out feeling invigorated and ready to roll,joy
i started trying without success to have a baby a few years back one of my pregnant acquaintances said to me my husband and i feel so relieved that we did not have to go through what you are going through we just got pregnant right away,joy
i feel like things are getting a little overwhelming a few spritz of this toner really helps calm and soothe me,joy
i do feel apprehensive and nervous at times about how i am performing with my modules,fear
i feel like i'm losing motivation since the scale has been so unkind to me lately and i cannot get that attitude or i will possibly throw away everything i've worked for,anger
i'm feeling less fearful today ptl,fear
i just feel so listless and lost,sadness
i retorted feeling my face grow hot,love
i feel the sting of the words as a dull ache and heavy tear ducts not for my miserable highschool life or for having always been the target,sadness
i am blue i try to imagine his smile and even though the tears pour i feel so loved,love
i feel insulted whenever people say guys cant cry or feel emotional,anger
i feel like i'm running in circles and i'm terrified,fear
i walked out the disinfected building feeling immensely dirty and lost and couldn't recognize where i was,sadness
i woke up feeling terrific today and my head is so clear,joy
i am still trying to find my footing and after three years in i feel just as shaky as ever,fear
i feel hot when i walk to the market in the sun,love
i'm feeling stressed or having a bad day i take a walk or run,anger
i'm feeling distracted i tend to practice with my eyes shut as much as possible,anger
i could not help feeling thatrupert meant to be rude to my father though his words were quite polite,anger
i can look at a stack of twenty five term papers and not feel overwhelmed,surprise
i feel like the fans see the girls as wimpy and not as good as the guys,fear
i can remember when cammie was a couple of months old looking at her sweet innocent face and just sobbing thinking about her going to school the thought that someone would hurt her feelings be unkind to her be unfair to her the thought that a teacher might be mean to her or not love her,anger
i feel horrible about all of this,sadness
i feel rather stressed for the preparations for prom night,anger
i wonder how it feels to have angered and disappointed millions of people in one morning,anger
i feel proud to know several people that have deserved to be advanced for a while now and finally picked it up this time around or last time in a few peoples cases,joy
i admire makes me feel amazed at my life,surprise
i found myself feeling shaky and dizzy while i exercised and a part of my weight loss could have been due to getting a throat infection,fear
i said it pops up every once in a while that dread but for the most part i'm too busy feeling depressed or elated or a horrible mixture of the two to notice it,sadness
i was afraid of water when i was young people feel afraid of death because they have never experienced it,fear
i started to feel fine sleep wouldnt come to me,joy
i do not write in search of praise or recognition but it is an amazing feeling to be read and admired,joy
i feel liked i talked about mass effect to death in these posts but i'm going to have to again i'm afraid,love
i feel horrible i know this is a bad situation but please dont judge me i really feel bad and the age of consent is in texas so our relationship is legal,sadness
i can not see friends and for the most part i feel like leaving my bedroom could be dangerous,anger
i let myself think about my behaviour towards you when we were children i feel a strange mix of guilt and admiration for your resilience,fear
i feel like if we are longing to hear god hungry to see him and looking for him in our lives he will reveal himself through many and any manner possible,love
i feel like i'm living my life through all the romantic teen movies i watch,love
i keep seeing facebook updates of friends who get to go and i am feeling rather envious,anger
i choose not to feel guilty unworthy or doubted,sadness
i still love to run and plan to keep it up but i don't want to once again register for so many races that i feel like every exercise moment needs to be devoted to running,love
i need to act cool act unconcern to him so that he wont feel he is special he is appreciated so that i feel safe that he couldnt see the truth sides of me i'm so tired of covering all the real feelings,joy
i am being over dramatic but i do feel very strongly for her and i am resolved to speak with her next chance i get,joy
i've been feeling kind of distracted and that is obviously not conducive for working philosophy problems out,anger
i feel a gentle tap and find flower child watching me her expression grave,love
i hate you for making me feel unimportant,sadness
i guess i am just feeling slightly shaken at this sudden news,fear
i started to feel cranky and tired up until i resupplied with these vitamins,anger
i found having old pip constantly on stage rather disruptive he sometimes reacted along with young pip and sometimes didn't he sometimes moved position in dramatic scenes and he just left me feeling rather awkward,sadness
ill be darned if i will feel shamed for caring about the blogging community,sadness
i feel horrible or even depressed that i try to fake myself out with positivity,sadness
i love that this is a place a series with no real heroes and i love that the way the couples in these books fall in love feels just as violent and crazy as the place that they call home,anger
i call someone i feel like i need to at least talk a few minutes to not be rude,anger
i get the impression that banjo was really feeling it but molly still prefers her beloved katy perry purrrr,love
i also didn't feel very weird sleeping in my bed while the two of them slept in hers,fear
i can break myself out of having this dream as it leaves me feeling groggy and disoriented and i dont like it,sadness
i called it god because i d seen god in a book and figured god was the right name for feeling so utterly affirmed and accepted without question,love
i dont write because i feel i have superior will power that has enabled me to abstain throughout the years,joy
i feel rather intimidated by my re his impressive background and the clinic in general,fear
i feel a little funny discussing the realness of a portrayal of a condition i've never experienced,surprise
i feel like i'm doomed until he returns,sadness
i feel so dumb when at first run through it all seems over my head amp a little too much for my struggling brain,sadness
i'm trying to do something often i just look at the whole problem and feel overwhelmed by it then sometimes avoid the issue for as long as i can,surprise
i am not feeling more and more freaking relaxed,joy
i'm not trying to disagree with same sex intercourse or what to me it just feels weird gt,fear
i feel tortured here,anger
i shouldnt be afraid to go out in public and feel paranoid because i've done nothing wrong,fear
i feel i'm a fairly generous person but i dont sell or give away the trudgers i make except as gifts to close friends and relatives,love
i feel like i'm supportive of my friends and their endeavors and i dont do that for the sole purpose of having it returned but i often find myself thinking why am i having to beg for support right now,love
i'm feeling so broke right now but i loved every minute of it,sadness
i don't really like to have the same kind of music all night but i do want all the bands to feel like they played with someone they liked,love
i don't know how it works but asking for divine assistance certainly makes us feel more graceful even when our situation remains the same,joy
i am feeling discouraged,sadness
i just remember feeling really dazed and amazed that it had all happened little did i know if you are about to have or have just had surgery then good luck i'm sure i'vehad the bad luck for everyone,surprise
i knew i wanted frosting to decorate the cookies and write a message but was thinking of the cream type frosting which uses butter or shortening and feeling a little hesitant about adding all that fat trans fat no less,fear
i just feel more and more like not caring about what people think of me as long as i'm happy with myself i love you and your personality and everything,love
i'm not emo ing no no no haha i am feeling happy instead for being able to meet up with them,joy
i am feeling very cranky this christmas,anger
i feel a flare of anger because it still pains me to think of mal being abused like that but i can't help wonder now if he might be right,sadness
i feel that i am getting more and more timid these days,fear
i'm feeling very sarcastic today,anger
i feel heartbroken for bryan,sadness
i feel lucky simply to have known him and had him in my life and proud to have had him as my dad,joy
i also feel stubborn,anger
i'm reading through the online world of blogs i start feeling pretty dumb,sadness
i feel like i havent sit still since my birthday which i am loving,love
i feel like i was abused raped defiled,sadness
i am convinced that being encouraged to be obedient to the commandments of god when done with compassion and love by caring church family members do not leave us feeling abused trapped and hopeless but strengthened hopeful and cherished by both god and his church,sadness
i am glad to know the reason for my recent lapse of sanity but i still feel like i want to go on a very violent rampage at the slightest inconvenience to me,anger
i really could not feel a thing and i felt slightly annoyed at the nurse who every time i pushed kept saying things like you are an incredibly strong woman be strong be strong,anger
i havent been sick in the winter very often since i quit smoking years ago so seldom in fact that now when i do get sick i feel outraged hows that for rational thinking,anger
i signed the petition and knowing that it will be served in the next few days has left me feeling vulnerable as i am unsure about his reaction,fear
i was sleeping in my room but woke in the middle of the night to think i could hear noises and see shadows moving i felt that someone was in the house,fear
i'm better than the rest of you feeling but a feeling of being accepted,love
i'm not much of a people watcher or a voyeur so i feel kinda weird when walking around taking street shots,fear
i keep feeling so disgusted with myself,anger
i didn't feel particularly sympathetic toward her,love
i've been feeling really pumped about running again this is very strange,fear
i came home one day and discovered that my sister had borrowed my car and had gotten into an accident with it my entire front bumper was destroyed,anger
i feel bitter that my cancer was relegated to unnecessary to meet with someone as important as an oncologist,anger
i definitely feel appreciative of my boyfriend,joy
i feel so totally invigorated that i completely forget what it's like to have a cold,joy
i feel a little overwhelmed,fear
i established a rule with my comp that we don't end planning session at the end of the day until we resolve all conflicts or any feelings of anger or anything that bothered one of us to each other and fix whatever it was,anger
i feel grouchy now the football fans have woken me up from the customary sunday siesta,anger
i was starting to feel scared for both of their safety and i wish those officers hadn't left no matter how much i hated them,fear
i tackle political ideas only when something makes me feel angry and even then it is often personal,anger
i tell her how i feel i ll be punished,sadness
i get a feeling that facebook is looking for more ways to get popular,joy
i grit my teeth shook my head and spent the next minutes feeling irritated,anger
i can't help but feel jaded,sadness
i'm still feeling a little shocked over yesterdays news that pope benedict xvi has decided to resign,surprise
i have become too comfortable while at the same time feeling discontent because i have not been pursuing the thing the lord has set on my heart to pursue,sadness
i just remember feeling so amazed that this little person and i am only a child was my new brother,surprise
i did not know this i could not look out upon the sea and sky without feeling mildly discontent,sadness
i feel a strange sense of legacy,surprise
i'm left with today is feeling anxious and sad and lonely,fear
i feel when ever i listen to the msm main stream media deprived,sadness
i responded to her that i did not feel unfortunate at all rather i felt fortunate that i made decisions i could sleep with at night,sadness
i feel pretty weird blogging about deodorant but i'm a bit of a deodorant snob and find it really hard to find a good one,surprise
i didnt feel so hot,love
i get the feeling donald is smart enough to educate himself through his own densely focused meanderings and their inherent shortcomings,joy
i also chat when i feel frustrated with guys but now i think about my future husband,anger
i feel more like the girl i was when i was at i was fearless excited for life and discovery,joy
i get really frustrated whenever i talk with them i also feel compassionate toward them because they believe so passionately in things that are just dead wrong and frankly dont make sense,love
i would be the one screaming and yelling but now that i've handed bill paying responsibilities to my family i feel at peace with the idiotic long distance calls that seem to accrue every month,sadness
i feel such morose sentiments floating around my brain,sadness
i felt like i couldnt let myself believe the feelings i was getting from these men that the phone call had been a fake,sadness
i feel wronged by you over and over,anger
i find myself feeling anxious and unsure,fear
i just want someone i can feel safe around isnt gunna make me as questions or what me to explain myself about things all the time a guy that understands and gets me,joy
i feel incredibly disillusioned with the weekend,sadness
i feel pained if people are making this kind of statement,sadness
i come out of that fight feeling whipped and saddened and hated for who i am and i have to put on my big girl panties and pretend hey everything's fine even though we re pissy at each other,sadness
i have a job where i am needed and where i am missed when i go away and its not just the things that i do that are missed but me as a person and that feels amazing,joy
i feel very honoured to be included in a magzine which prioritises health and clean living so highly i'm curious do any of you read magazines concerned with health and clean lifestyles such as the green parent,joy
i feel so disturbed and unsettled that i'm not sure what to do at this point,sadness
i finished our drinks and left and i came to feel more and more sympathetic and bad for this old man to the point where i'm still thinking about it hours later,love
i just wish i didnt feel like my roommates hated me half the time,anger
i came away filled with admiration inspired by amy's friends feeling honoured to have been there to share a tiny part of their lives,joy
ill think about my new sewing room and the awesome feeling it is to have a place where i can be as messy as i like without anyone moaning,sadness
i did feel bad for her because she did feel like she was getting pressured to get her cherry popped,sadness
i feel like mike is loyal and will always be loyal,love
i feel exhausted after i am done reading its like i live multiple lives all at once in the span of a day,sadness
i have to admit i'm feeling a little victimized,sadness
i just kind of feel blank about the whole thing,sadness
i spent a lot of time feeling overwhelmed with the amount of information he provided while reading the textbook,fear
i feel like i should rely entirelly on gods word yet i am impatient to wait,anger
i mean i feel like such a fucking obnoxious bitch admitting this but i get a lot of messages from guys on myspace during the week,anger
i feel when juggling all of the fine details that go into a professional writing career,joy
i feel really naughty and wicked today,love
i am by no means very claustrophobic when crunched up like that i can't help but feel a little agitated,fear
i like the idea of wearing things that are comfortable and make me feel cute,joy
i was already feeling kind of frantic and upset because i'm spending another year in that god forsaken school,fear
i feel like an idiot for looking a bunch of keys that weren't there and i'm getting frantic about nick not letting me in for forgetting my keys,fear
i have been stumbling into quote after quote urging me because i really do feel they are meant for me to do away with my hated day job and dedicate my efforts to what matters most,sadness
i feel so horny in these thigh high nylons,love
i think also i have changed obviously i am making more effort to go to things and make friends i feel less shy and less bothered about peoples judgement of my appearance,fear
i could feel julia hesitate as she wasn't yet convinced she should talk to this woman,joy
i usually ignore page invites that are irrelevant to me or facebook game invites because its impersonal and it feels insincere,anger
i am now in cyprus seeing my timeline so visibly and i ask myself why do i feel so stressed at home when i could feel so relaxed like i do now,sadness
i don't feel like i have a cold i just feel sick,anger
i feel curious about this one i think i might fall in love by uncle montagues tales of terror,surprise
i'm feeling generous i might let them bring the dog with em otherwise the animals are on their own,joy
i viewed all that stuff at the bottom and deciding i was going to come back when i am feeling bitchy just so i could list that as my mood i felt like an ice cream sandwich,anger
i am feeling stressed and more than a bit anxious,anger
i'm beginning to feel my way around the systems and i'm very impressed with the overall level of automation and control that goes into making memset what it is,surprise
i like to add a slice of cheese and some pepper to the egg and when i am feeling naughty i like to add some chocolate chips to my trail mix another treat i am loving as a pregnant mom who often craves a sweet but doesn't want to overload on sugar or empty calories is zico coconut water in chocolate,love
i always feel pressured to act normal with my eating around family at christmas so yeah ill need to lose weight to be comfortable eating dessert and stuff then,fear
i can begin to see a first step and suddenly life does not feel so despairing,sadness
i am feeling amazing,surprise
i cried through it all but i remember them blessing us to feel comfort and i remember feeling a sweet spirit,love
i feel a strange connection to them a familiarity that most of the time i link to ancestral memory,surprise
i take things very personally when i feel wronged even little memories stay with me,anger
i can remember feeling petrified,fear
i feel no joy like that the faithful feel viewing the glories of their holy place an horror of great darkness is upon me a fearful dread hath overwhelmed me,joy
i'm known to feel affectionate toward those who adore leonard cohen is what makes me like him quite a lot,love
i'm feeling horny i go on to omegle and have sex chats cyber sex with guys,love
i think this may be the reason i would want to fly back to uae because there i can be oblivious of these conflicts that plague me conflicts that i feel helpless resolving,sadness
i still have that feeling to you until now ya the feeling to loving you,love
i'm clearly influenced by the dash happiness of emily dickinson for example and i use dashes instead of colons or semi colons to enhance the feelings of rushed enjambment in the sonnet,anger
i felt god telling me this is what makes me feel loved,love
i still have cramps plus i get really dizzy when i stand up and my whole body is aching and i just generally feel extremely uncomfortable,fear
i'm going to be after the birth of this baby feels shaky,fear
i feel like the dust in me has been shaken and still has not settled,fear
i feel like he had a really gentle hand on the recording process,love
i am always feeling hot i am hot to the touch,love
i feel so weird but i guess kind of happy,fear
i just feel insulted oh oh oh to my exexbf i am so totally entirely over you,anger
i feel useless hopeless and stupid,sadness
i ran errands to buy cora a few newborn sized sleepers i had not previously made any newborn sized babies and went out to lunch to celebrate how great i was feeling i feel amazing no pain no pain meds and moving around almost completely normally at days out,surprise
i feel them at all and cannot just be content becoming a widow nun derby girl or something is what they become for me in my head,joy
i always feel like i'm the least liked,love
i feel as if he was getting beaten to areas of the ice a defenseman shouldn t,sadness
i am feeling spiteful,anger
i feel that sometimes i'vebeen distracted and neglectful i am thankful that this is not about adding another box to check in my otherwise busy days,anger
i feel so horny just thinking about this,love
i can remember i feel especially impressed to start fresh new and remove clutter,surprise
i would always feel amazed at how impacted these and year olds were by this subject,surprise
i was afraid to clean nicos ears but after his doctor showed me how then i didnt feel like i could hurt him,sadness
i also find it the most challenging to wrap up a story that brings good closure and a conclusion that doesn't leave that reader feeling cheated or rushed,anger
i am hating myself at the moment because i feel so hateful to another person,anger
i feel like i betrayed my ex like i still need to be loyal to him i want to wait until i'm completely over my ex,love
i feel like that i'm hated by most of the girls is it becoz i'm a good dancer,sadness
i was feeling adventurous though so i went with some asian flavors of ginger and sesame oil for my salad,joy
i don't have any issues with the obvious i went chinese with them yesterday and i wasn't feeling hostile towards any of them,anger
i feel really listless right now,sadness
i feel needy when i ask someone to hang out with me and i end up not trying after a few times of being told no i have plans sorry,sadness
i feel especially passionate about the friendships and support network that we enjoy as a part of womens ministry at befc today,love
i'm old enough that graduation and yk feels like just yesterday i find myself a bit stunned by this,surprise
i can feel the frantic beat of his heart but cookie's voice is surprisingly clear,fear
i feel slightly dazed and tired and angry but that is a normal emotion and mood for me to experience from day to day or week to week,surprise
i enjoyed today because hes a darling but its a long time since i've backed a horse and i have to admit to feeling a little hesitant as to where to go from here,fear
i need some to hold me to hug me like they love me really love me to be there in quiet to just sit to be there just to stop me doing something stupid it cant be my parents cos i know id just run i cant run from other people i feel rude,anger
i mean i know quite a few causes as to why i feel fucked in my head,anger
i am feeling doubtful that nutritional methods alone will solve the problems,fear
i do feel the need for a little break however like you and for something lovely and quiet,love
i ini i feel strange,surprise
i got contact lenses the other day and am trying to get used to them i feel like my face looks really weird without glasses and its so strange when i see myself from a distance,surprise
i used that word just to feel the energy of anticipation as people prepare their delicious meals and gather their needed tools for when they invite their loved ones into their homes,joy
i think its the case that whether people like anne coulter or ed schultz really feel as outraged as they do their viewers most certainly do feel that kind of outrage and anger about the substance of their collective tirades,anger
i did on weekends was sleep and feel bitter about the world,anger
i feel more and more dissatisfied with each passing weekend,anger
i feel reluctant to sell but hey,fear
i am feeling a curious sense of relief a lightness that i never thought possible back when sex seemed to be the most desirable of desires and the ultimate act of self validation,surprise
i feel ludicrous even thinking these things,surprise
i'm not entirely jaded and bitter i know there are people out there like myself who care about others feelings and are kind and considerate,love
i feel a bit dazed but so excited i am going to be so protective she is not going to be let out until she is,surprise
i'm thinking of locking myself in my house until i manage to get it all organized but i have a feeling i may become as cranky and isolated as this dear friend a,anger
i feel increasingly fond of coppers,love
i've been feeling all festive at the torch this week,joy
i feel agitated she said and we continued on to the corner of main and hastings where we saw three or four cops in the middle of a take down and my friend who has an anxiety disorder insisted we get on the wrong bus just to get away,fear
i cant totally defend her the woman wanted to be famous and nobody around her seems to be able to tell her how to handle fame britney leave los angeles when you can for starters but i am starting to feel a lot more sympathetic toward her,love
i'm meant to feel longing,love
i can't help but feel nostalgic every time i listen to it,love
i get to tell her that i love her to make her feel valued and appreciated to tell her how beautiful and intelligent she is i do,joy
i feel the need to say that i was very amazed with the quality of the presentation and the resources which mack michaels puts forward,surprise
i was not used to being around such grandeur and i found myself feeling very intimidated,fear
i feel proud now,joy
i want to talk to you about but with the limited time we have on the phone and with our current arrangment i feel hesitant to bring it up,fear
i go back to my village i feel i am really lonely,sadness
i cant let all these feeling in one blink i'm not a heartless person like you i give you a lot of change i give you a lot of change to come and change your decisions i give you a lot of change to find me but you threw it like a crap,anger
i hate feeling so fucked up all the time because of this,anger
i feel as though this was a project we missed in february or last years february,sadness
i got home and told peter how i was feeling he wasnt shocked at all by what i was telling him,surprise
i ate i could feel a gentle tingle throughout almost as if i was feeling the healing taking place at a cellular level,love
this happened when i could not get into the school i had initially wanted,anger
i guess she has opened up and known him longer but i cant help feeling a little ignored,sadness
i feel i did some thing impolite katanya,anger
i couldnt be entirely satisfied because i longed for a companion i could feel entirely devoted to as i am now,love
i manage to reach a conclusion after all my musings i feel somehow more resolved,joy
i always feel intimidated by other people especially when they always compare me to other people ever since i was young,fear
i feel that working together and supporting each other as a whole i can represent a larger younger voice in politics what can i say to that,love
i remember feeling shocked that he had called me religious,surprise
i feel so blessed as i'vesaid numerous times before that i have met so many nice and caring people through the blogging world,love
i had just lost my uncle i would be sad but i feel as if i am devastated,sadness
i remember feeling bowled over and surprised by my own reaction at the tears welling up,surprise
i feel lucky really,joy
i lost him i realized that i really didnt have anything to fear and that in reality he was the one person that was helping me to trust again because i would tell him how i felt and he would give me back the same and it was starting to feel safe,joy
i dont blame it all to them and i'm not angry at them infact i feel fairly sympathetic for them,love
i'm the type who doesnt use a moisturizer as my skin is too oily so this product is designed to contain a ton of moisturizing ingredients that will make my skin feel lovely without oils,love
i left the meeting feeling a little hesitant about the situation,fear
i have often observed that at times when it seems i should feel something i'm surprised by how disconnected i feel to the people and world around me,surprise
i needed some space i needed to grow i was in the midst of some serious change and ok yes they had also hurt my feelings pretty badly and i was a bit spiteful,anger
i feel out of longing is actually being sublimed,love
i then said i dont know what you believe the most important day you have ever lived is but i want to share with you what i feel the most important day of your life is,joy
i can almost feel your delicate heart breaking,love
i feel for this little pound lovely is truly a gift,love
i still feel a bit overwhelmed,fear
i feel thompson needs to work on then again i'm not exactly impressed by flash and fluff,surprise
i love him but i feel threatened with him around a little,fear
i saw i had a direct message dm on twitter from a former friend jeff who i no longer feel friendly toward,joy
i couldn't feel anything other than some strange tugging so i was relieved to say the least,fear
i am attached to him and feel loving feelings toward him and miss him get homesick for him,love
i also feel it can be rude to see your family doctor out and about and approach them together with your ailments,anger
i feel as hungers savage tooth and when no dinner is in sight the dinner bells a sound of ruth,anger
i feel that the students will be more successful in the classroom,joy
i feel stupid about my diamond richie mix up,sadness
i don't speak more than a few words of the local language and i have to rely on him to translate the conversations for me i feel submissive,sadness
i feel dirty rel bookmark i feel dirty i feel gross poaching vicarious threads from agtalk but i can't resist,sadness
i would imagine someone to have achieved much more yet i feel no desire to reach out towards the greedy hands and caretakers and give them my sand from the hourglass of mine,anger
i feel offended by that statement,anger
i'm feeling confused but ill keep trudging through,fear
i feel like this service is at its core relatively useless,sadness
i am going to print this and refer to it as often as i can so that when i feel things which arent so pleasant i can remember that now is the only moment i have to live in so make the most of it,joy
i am left tonight feeling so hopeful for the future of the orphan crisis in this country,joy
i have power feeling to justify their laziness and being bitchy against skinny girls,anger
i was thinking about how you all were watching general conference and i was feeling a bit jealous,anger
i feel a bit mournful since i read a bulletin of one of my myspace friends,sadness
i am not feeling fabulous i can now speak,joy
i'm seeing the sausage being made but rather than feeling appalled i'm broadening my understanding of what makes a good book,anger
i feel in the long run this hurts paulie as you could visibly see how distraught he was with the result and the perception of his performance,fear
i also feel vulnerable being left on the bed in virtual silence,fear
i'm not as mad and upset as i was on day but i feel scared now,fear
i thought i exhausted all emotions i held all the frustration and confusion and still here i am having so much more to give so much more to feel i look at this blank white piece of paper and i want to fill it with colours with motion but it still seems so blank,sadness
